time,mnvel,errvel,tel
2455397.1345220003,-226.463659186166,0.7422562241554259,j
2455544.679641,-165.86193704011,1.05139243602753,j
2456589.786702,84.98754081136055,1.93524193763733,apf
2456597.734018,67.67757861890955,1.87091088294983,apf
2456606.702041,82.29061524916754,1.9404255151748702,apf
2456610.814014,63.77663813602254,1.9497401714324998,apf
2456611.71175,73.03989502992354,1.7195852994918799,apf
2456611.783151,76.23666203599154,1.2651288509368899,apf
2456622.7025119998,75.86610684994754,1.47786843776703,apf
2456623.744799,76.00302133745055,1.46161925792694,apf
2456624.724124,82.72281630195054,1.61419343948364,apf
2456626.716752,81.07004915183954,1.6208782196044902,apf
2456632.743864,84.46654715425954,1.82960200309753,apf
2456644.6699349997,86.37805562764154,2.11837410926819,apf
2456662.607243,77.21007545621855,1.93388223648071,apf
2456689.735485,78.30871875400955,1.71866750717163,apf
2456725.739402,92.31453421352595,1.8171710968017598,apf
2456728.734061,82.96014257080955,1.6072787046432502,apf
2456740.737839,96.35886290938565,2.15873050689697,apf
2456801.873484,90.92808801651964,1.93881797790527,apf
2456808.8449709998,87.65106993508955,1.91122710704803,apf
2456812.874471,97.85345923683205,2.01673316955566,apf
2456822.7789849997,93.80930791011343,1.800288438797,apf
2456838.761242,89.19009264283234,2.2694993019104,apf
2456889.08442,97.0834758721695,0.973817944526672,j
2456913.8430580003,95.46302250497034,2.28519868850708,apf
2456921.623681,98.70392923936865,2.49471783638,apf
2456985.7218509996,95.72771295799065,1.79535293579102,apf
2457028.582748,103.98655678461134,2.1142199039459197,apf
2457044.6959430003,103.66839712008093,2.02611351013184,apf
2457046.7068270002,110.53747836148943,1.87414216995239,apf
2457115.8147919998,121.60080073467364,1.7405834197998,apf
2457121.7252970003,131.22405656379985,1.8528118133544902,apf
2457138.7098740004,125.93562405445934,1.9240454435348502,apf
2457148.711046,119.24199077490955,1.9330748319625901,apf
2457170.953293,136.91235487462842,1.74124729633331,apf
2457193.978182,137.76591963915263,1.6450742483139,apf
2457213.133461,148.238390102068,0.90341728925705,j
2457214.133295,146.883005785374,1.01033091545105,j
2457220.976688,151.56770600436238,1.89817118644714,apf
2457245.863552,161.82839798552877,1.8264738321304301,apf
2457267.886926,166.13579004738804,1.65598022937775,apf
2457311.740196,176.67330221982394,1.92630660533905,apf
2457478.691714,244.0874470865306,1.9158222675323502,apf
2457483.0392380003,251.34323156087277,2.0040659904480003,apf
2457483.672483,248.7602973479201,1.9747629165649399,apf
2457613.917018,251.94344211427799,1.77584290504456,apf
2457635.918204,250.45171060007203,1.89919364452362,apf
2457685.7446029996,266.59781253932215,1.9220734834671,apf
2457783.916537,243.81489469641454,1.75567042827606,apf
2457854.021786,246.56460686412845,1.82738614082336,apf
2457875.8665380003,249.20382835743942,1.8303519487381001,apf
2457881.858841,254.1712037474321,2.02247786521912,apf
2457881.977532,262.5365092544722,1.8827314376831101,apf
2457909.72643,258.31589985752515,1.87217903137207,apf
2457991.798465,264.3244875427922,1.8759161233901998,apf
2458007.863895,268.7471806609972,2.1052875518798797,apf
2458011.807025,261.86391711409385,1.87118196487427,apf
2458027.7417220003,271.09069481353504,1.58569085597992,apf
2458031.813831,269.59080546814107,1.7964375019073502,apf
2458039.702487,280.6677375682737,1.6585550308227501,apf
2458051.676715,273.4393744396493,1.9289829730987502,apf
2458063.690827,280.79663985986514,1.82966446876526,apf
2458086.691013,291.27303151832854,2.12874054908752,apf
2458088.666405,296.2091751085295,1.73024582862854,apf
2458115.9444330004,298.04268777715856,2.02482771873474,apf
2458165.922931,308.46758689157656,1.87166357040405,apf
2458250.9597610002,341.1695195602836,1.79879081249237,apf
2458357.895909,370.99844607593855,2.40390491485596,apf
2458372.8165349998,383.12807572964965,2.00866222381592,apf
2458390.8676,367.86785122510963,1.78280532360077,apf
2458398.731488,375.1102111397676,1.7021826505661002,apf
2458405.7800330003,372.49381569782656,1.80775368213654,apf
2458410.772821,371.3223993638235,1.85810840129852,apf
2458414.7706299997,372.02247763128855,1.82091808319092,apf
